Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal
Existing Customer,43.0,M,2.0,Graduate,Married,$80K - $120K,Blue,28.0,5.0,6.0,3.0,30357.0,1255.0
Existing Customer,36.0,M,2.0,College,Married,$40K - $60K,Blue,36.0,4.0,3.0,1.0,3877.0,1495.0
Existing Customer,55.0,F,2.0,Unknown,Single,Less than $40K,Blue,43.0,6.0,1.0,5.0,5353.0,1594.0
Existing Customer,56.0,F,4.0,High School,Single,Less than $40K,Blue,36.0,3.0,1.0,3.0,8881.0,2145.0
Existing Customer,61.0,F,2.0,Graduate,Single,Less than $40K,Blue,45.0,2.0,2.0,3.0,2602.0,1441.0
Existing Customer,47.0,F,4.0,Unknown,Divorced,Less than $40K,Blue,41.0,6.0,5.0,3.0,3482.0,2114.0
Existing Customer,65.0,F,0.0,Unknown,Single,Less than $40K,Blue,56.0,6.0,3.0,3.0,2279.0,1789.0
Existing Customer,50.0,M,4.0,High School,Married,$120K +,Blue,41.0,2.0,2.0,2.0,34516.0,2353.0
Existing Customer,53.0,M,4.0,Post-Graduate,Married,$80K - $120K,Blue,34.0,1.0,2.0,3.0,13679.0,0.0
Existing Customer,42.0,M,3.0,High School,Unknown,$40K - $60K,Blue,37.0,6.0,2.0,4.0,2793.0,1661.0
Existing Customer,56.0,F,2.0,High School,Married,$40K - $60K,Blue,49.0,1.0,3.0,3.0,6380.0,2517.0
Existing Customer,37.0,M,3.0,Uneducated,Unknown,$80K - $120K,Blue,36.0,4.0,2.0,3.0,9782.0,1793.0
Existing Customer,46.0,F,4.0,Uneducated,Married,Less than $40K,Blue,30.0,3.0,3.0,1.0,2479.0,1759.0
Existing Customer,49.0,M,3.0,Unknown,Married,$60K - $80K,Blue,36.0,6.0,3.0,3.0,7451.0,1542.0
Existing Customer,42.0,F,3.0,Graduate,Single,Less than $40K,Blue,32.0,2.0,2.0,3.0,3391.0,1359.0
Existing Customer,41.0,M,1.0,Graduate,Married,$80K - $120K,Blue,31.0,5.0,3.0,4.0,10239.0,2224.0
Existing Customer,51.0,F,0.0,Unknown,Divorced,Less than $40K,Blue,47.0,6.0,4.0,3.0,3049.0,1151.0
Existing Customer,54.0,F,3.0,College,Single,Less than $40K,Blue,45.0,5.0,1.0,4.0,3062.0,2039.0
Existing Customer,45.0,F,4.0,Graduate,Single,Less than $40K,Blue,33.0,2.0,1.0,3.0,3001.0,2055.0
Existing Customer,45.0,M,4.0,Graduate,Married,Less than $40K,Blue,36.0,1.0,2.0,3.0,7231.0,1047.0
Existing Customer,44.0,F,4.0,Uneducated,Single,Unknown,Blue,24.0,6.0,3.0,2.0,2717.0,1720.0
Existing Customer,,F,3.0,High School,Single,Less than $40K,Blue,34.0,5.0,1.0,3.0,1707.0,989.0
Existing Customer,35.0,F,3.0,Unknown,Single,Less than $40K,Blue,17.0,6.0,1.0,1.0,2956.0,1823.0
Existing Customer,44.0,F,3.0,Graduate,Married,Less than $40K,Blue,33.0,3.0,2.0,2.0,1621.0,0.0
Existing Customer,27.0,M,0.0,Graduate,Married,$40K - $60K,Blue,36.0,3.0,2.0,4.0,11473.0,829.0
Existing Customer,42.0,M,3.0,Graduate,Single,$60K - $80K,Blue,31.0,3.0,3.0,4.0,2934.0,2517.0
Existing Customer,36.0,M,4.0,Doctorate,Married,$60K - $80K,Blue,17.0,5.0,2.0,4.0,2803.0,1848.0
Existing Customer,55.0,M,1.0,Doctorate,Married,$60K - $80K,Blue,49.0,6.0,2.0,4.0,4597.0,2442.0
Existing Customer,40.0,F,4.0,Graduate,Married,Less than $40K,Blue,24.0,3.0,3.0,2.0,8014.0,1402.0
Existing Customer,44.0,M,3.0,Unknown,,$40K - $60K,Blue,36.0,1.0,1.0,1.0,12967.0,2517.0
Existing Customer,43.0,M,2.0,Unknown,Single,$120K +,Blue,34.0,5.0,3.0,4.0,33913.0,0.0
Existing Customer,48.0,M,4.0,Unknown,Married,$80K - $120K,Blue,36.0,5.0,3.0,0.0,5288.0,866.0
Existing Customer,46.0,F,4.0,High School,Married,Less than $40K,Blue,34.0,6.0,1.0,3.0,5387.0,1133.0
Existing Customer,37.0,F,3.0,High School,Unknown,Less than $40K,Blue,36.0,6.0,4.0,2.0,1438.3,636.0
Existing Customer,48.0,M,3.0,College,Married,$80K - $120K,Blue,42.0,3.0,3.0,0.0,7477.0,0.0
Existing Customer,47.0,F,3.0,Post-Graduate,Married,Less than $40K,Blue,29.0,4.0,2.0,2.0,2897.0,638.0
Existing Customer,44.0,F,2.0,Graduate,Married,Less than $40K,Blue,37.0,4.0,5.0,4.0,3203.0,2076.0
Existing Customer,41.0,F,4.0,High School,Single,Unknown,Blue,28.0,4.0,2.0,2.0,2515.0,1313.0
Existing Customer,65.0,M,0.0,Graduate,Married,$40K - $60K,Blue,56.0,3.0,3.0,2.0,2297.0,0.0
Existing Customer,40.0,M,4.0,High School,Married,Less than $40K,Blue,35.0,3.0,3.0,1.0,4402.0,1524.0
Existing Customer,45.0,F,3.0,Unknown,Married,$40K - $60K,Blue,31.0,5.0,5.0,3.0,2016.0,1303.0
Existing Customer,36.0,M,2.0,College,Single,$60K - $80K,Blue,25.0,5.0,3.0,2.0,1438.3,0.0
Existing Customer,50.0,M,3.0,College,Unknown,$60K - $80K,Blue,42.0,1.0,2.0,3.0,12889.0,1822.0
Existing Customer,39.0,M,2.0,Post-Graduate,Married,$80K - $120K,Blue,31.0,5.0,2.0,1.0,18974.0,2517.0
Existing Customer,43.0,F,5.0,Graduate,Married,Less than $40K,Blue,35.0,3.0,6.0,4.0,5438.0,2214.0
Existing Customer,51.0,F,4.0,Unknown,Married,Less than $40K,Blue,32.0,2.0,2.0,3.0,2350.0,1272.0
Existing Customer,62.0,F,1.0,Post-Graduate,Married,Less than $40K,Blue,53.0,3.0,1.0,3.0,1438.3,0.0
Existing Customer,56.0,F,2.0,College,Married,Less than $40K,Blue,46.0,5.0,3.0,3.0,3119.0,1778.0
Existing Customer,43.0,F,3.0,Uneducated,Single,Less than $40K,Blue,29.0,3.0,2.0,3.0,4138.0,643.0
Existing Customer,49.0,M,2.0,Uneducated,Married,$60K - $80K,Blue,42.0,3.0,3.0,2.0,3783.0,0.0
Existing Customer,51.0,F,4.0,Uneducated,Divorced,Less than $40K,Blue,40.0,5.0,4.0,3.0,1562.0,1057.0
Existing Customer,48.0,F,2.0,Uneducated,Single,$40K - $60K,Blue,34.0,2.0,3.0,1.0,3072.0,1734.0
Existing Customer,33.0,F,2.0,Doctorate,Single,Less than $40K,Blue,26.0,2.0,3.0,2.0,1438.3,0.0
Existing Customer,47.0,F,3.0,High School,Single,Less than $40K,Blue,31.0,5.0,1.0,3.0,2317.0,0.0
Existing Customer,33.0,M,3.0,High School,Married,$60K - $80K,Blue,25.0,5.0,2.0,2.0,14918.0,2028.0
Existing Customer,58.0,F,2.0,Graduate,Single,$40K - $60K,Blue,50.0,4.0,3.0,3.0,5386.0,0.0
Existing Customer,42.0,,5.0,Uneducated,Unknown,$120K +,Blue,31.0,5.0,3.0,2.0,6748.0,1467.0
Existing Customer,51.0,F,1.0,Graduate,Single,Less than $40K,Blue,41.0,4.0,2.0,3.0,8900.0,798.0
Existing Customer,33.0,F,1.0,Uneducated,Married,Less than $40K,Blue,23.0,2.0,2.0,3.0,1830.0,1777.0
Existing Customer,56.0,F,2.0,Unknown,Married,Unknown,Blue,45.0,4.0,3.0,0.0,5406.0,1782.0
Existing Customer,49.0,F,4.0,Graduate,Married,Less than $40K,Blue,43.0,2.0,2.0,2.0,3002.0,1446.0
Existing Customer,47.0,F,4.0,Uneducated,Single,$40K - $60K,Blue,36.0,1.0,1.0,0.0,1438.3,0.0
Existing Customer,44.0,F,3.0,Uneducated,Single,Less than $40K,Blue,33.0,5.0,3.0,5.0,3075.0,2517.0
Existing Customer,38.0,M,3.0,Graduate,Married,$60K - $80K,Blue,32.0,3.0,1.0,2.0,7709.0,2227.0
Existing Customer,50.0,F,1.0,Graduate,Single,Less than $40K,Blue,37.0,4.0,3.0,4.0,3277.0,2481.0
Existing Customer,46.0,M,4.0,Graduate,Single,$80K - $120K,Blue,33.0,5.0,1.0,1.0,2371.0,1748.0
Existing Customer,38.0,F,2.0,High School,Married,Less than $40K,Blue,27.0,4.0,1.0,2.0,1830.0,0.0
Existing Customer,65.0,M,1.0,High School,Single,Less than $40K,Blue,54.0,3.0,1.0,3.0,4599.0,1438.0
Existing Customer,59.0,M,0.0,College,Married,Less than $40K,Blue,49.0,3.0,3.0,3.0,4250.0,1095.0
Existing Customer,41.0,F,4.0,Uneducated,Unknown,$40K - $60K,Silver,36.0,3.0,2.0,3.0,19704.0,0.0
Existing Customer,46.0,F,2.0,High School,Married,Unknown,Blue,39.0,3.0,1.0,2.0,12295.0,1292.0
Existing Customer,43.0,F,3.0,High School,Married,Less than $40K,Silver,31.0,3.0,3.0,4.0,13608.0,1190.0
Existing Customer,45.0,F,2.0,College,Unknown,Less than $40K,Blue,29.0,2.0,2.0,3.0,1438.3,0.0
Existing Customer,44.0,M,4.0,Uneducated,Unknown,$40K - $60K,Silver,40.0,1.0,1.0,2.0,18072.0,1378.0
Existing Customer,47.0,M,3.0,High School,Married,$60K - $80K,Blue,35.0,5.0,1.0,2.0,17343.0,1280.0
Existing Customer,45.0,M,2.0,High School,Married,$40K - $60K,Blue,33.0,1.0,3.0,3.0,11529.0,1823.0
Existing Customer,43.0,F,4.0,College,Single,$40K - $60K,Blue,36.0,6.0,3.0,1.0,1531.0,0.0
Existing Customer,56.0,F,3.0,Graduate,Married,Less than $40K,Blue,41.0,5.0,4.0,1.0,1438.3,0.0
Existing Customer,26.0,F,0.0,Unknown,Single,Unknown,Blue,13.0,4.0,1.0,2.0,4395.0,1240.0
Existing Customer,34.0,M,4.0,College,Single,$60K - $80K,Blue,20.0,5.0,1.0,,2165.0,1952.0
Existing Customer,44.0,F,4.0,Graduate,Single,$40K - $60K,Blue,38.0,3.0,3.0,3.0,3897.0,2296.0
Existing Customer,42.0,F,2.0,Graduate,Single,Unknown,Silver,36.0,2.0,2.0,3.0,34516.0,1066.0
Existing Customer,44.0,M,4.0,Graduate,Married,$80K - $120K,Blue,36.0,3.0,1.0,3.0,20485.0,0.0
Existing Customer,50.0,F,1.0,High School,Married,Less than $40K,Blue,44.0,4.0,2.0,1.0,3222.0,1422.0
Existing Customer,,F,4.0,High School,Married,Less than $40K,Blue,36.0,1.0,3.0,1.0,3216.0,1480.0
Existing Customer,54.0,F,2.0,Doctorate,Married,Less than $40K,Blue,46.0,3.0,3.0,3.0,3312.0,1624.0
Existing Customer,37.0,F,1.0,Graduate,Single,Less than $40K,Silver,19.0,4.0,3.0,3.0,12535.0,2049.0
Existing Customer,54.0,F,3.0,Uneducated,Single,Unknown,Blue,49.0,6.0,4.0,3.0,9733.0,863.0
Existing Customer,39.0,F,1.0,High School,Single,Less than $40K,Blue,33.0,6.0,3.0,2.0,2292.0,1839.0
Existing Customer,45.0,F,3.0,High School,Single,$40K - $60K,Blue,26.0,3.0,2.0,4.0,4034.0,1867.0
Existing Customer,37.0,F,1.0,High School,Single,Less than $40K,Blue,23.0,6.0,3.0,4.0,1879.0,1486.0
Existing Customer,26.0,M,0.0,Post-Graduate,Married,$40K - $60K,,36.0,6.0,1.0,4.0,2773.0,2080.0
Existing Customer,45.0,F,2.0,Doctorate,Single,Unknown,Blue,36.0,4.0,2.0,4.0,7738.0,947.0
Existing Customer,41.0,F,3.0,High School,Married,Less than $40K,Blue,15.0,1.0,1.0,2.0,4662.0,0.0
Existing Customer,50.0,F,3.0,Graduate,Single,Less than $40K,Blue,40.0,3.0,3.0,1.0,1848.0,501.0
Existing Customer,48.0,M,3.0,Doctorate,Divorced,$120K +,Blue,36.0,4.0,3.0,2.0,34516.0,2517.0
Existing Customer,45.0,M,3.0,Graduate,Single,$60K - $80K,Blue,38.0,1.0,3.0,3.0,3243.0,1580.0
Existing Customer,34.0,M,2.0,Graduate,Married,$40K - $60K,Blue,17.0,6.0,2.0,1.0,3323.0,1062.0
Existing Customer,57.0,M,2.0,Unknown,Married,$80K - $120K,Blue,46.0,2.0,3.0,0.0,18871.0,1740.0
Existing Customer,49.0,F,1.0,High School,Married,Less than $40K,Blue,39.0,5.0,2.0,2.0,1909.0,866.0
Existing Customer,46.0,M,3.0,Uneducated,Married,$40K - $60K,Blue,36.0,4.0,2.0,4.0,4707.0,1121.0
Existing Customer,49.0,M,4.0,College,Single,$60K - $80K,Blue,35.0,1.0,2.0,2.0,17350.0,1817.0
Existing Customer,42.0,F,3.0,Graduate,Single,Less than $40K,Blue,36.0,5.0,1.0,2.0,3308.0,2517.0
Existing Customer,50.0,F,3.0,Unknown,Single,$40K - $60K,Blue,36.0,5.0,3.0,3.0,12740.0,1173.0
Existing Customer,43.0,M,3.0,Unknown,Divorced,$60K - $80K,Blue,30.0,3.0,2.0,1.0,2588.0,1669.0
Existing Customer,43.0,M,4.0,Unknown,Married,$120K +,Blue,39.0,3.0,3.0,3.0,14881.0,848.0
Existing Customer,48.0,M,3.0,Graduate,Married,$40K - $60K,Blue,30.0,3.0,1.0,3.0,3235.0,2517.0
Existing Customer,49.0,M,3.0,Graduate,Single,$80K - $120K,Blue,36.0,2.0,3.0,1.0,4557.0,985.0
Existing Customer,43.0,M,3.0,Graduate,Divorced,$60K - $80K,Blue,28.0,3.0,3.0,4.0,5479.0,1183.0
Existing Customer,51.0,F,2.0,Doctorate,Married,Unknown,Blue,45.0,6.0,6.0,2.0,6501.0,0.0
Existing Customer,50.0,F,3.0,Uneducated,Married,Unknown,Blue,34.0,2.0,3.0,3.0,11343.0,0.0
Existing Customer,53.0,M,1.0,Graduate,Married,$80K - $120K,Blue,38.0,6.0,3.0,2.0,22140.0,733.0
Existing Customer,45.0,F,3.0,Unknown,Single,Unknown,Blue,32.0,6.0,3.0,4.0,9294.0,2000.0
Existing Customer,57.0,M,4.0,Uneducated,Married,$120K +,Blue,38.0,6.0,6.0,2.0,19802.0,1961.0
Existing Customer,38.0,M,2.0,High School,Single,$60K - $80K,Silver,30.0,4.0,3.0,4.0,26556.0,1583.0
Existing Customer,51.0,F,2.0,Unknown,Married,Less than $40K,Blue,39.0,3.0,1.0,2.0,6462.0,2517.0
Existing Customer,56.0,M,2.0,Graduate,Married,$80K - $120K,Blue,36.0,4.0,2.0,3.0,23510.0,1049.0
Existing Customer,60.0,M,0.0,Uneducated,Single,Less than $40K,Blue,53.0,5.0,3.0,2.0,2402.0,1728.0
Existing Customer,26.0,F,1.0,Unknown,Single,Less than $40K,Blue,36.0,4.0,3.0,3.0,2557.0,1990.0
Existing Customer,44.0,F,4.0,Doctorate,Married,$40K - $60K,Blue,30.0,1.0,3.0,1.0,6329.0,1643.0
Existing Customer,48.0,M,2.0,Graduate,Divorced,$80K - $120K,Blue,29.0,6.0,2.0,3.0,24446.0,1854.0
Existing Customer,33.0,F,1.0,Post-Graduate,Married,Less than $40K,Blue,15.0,6.0,2.0,0.0,1741.0,1328.0
Existing Customer,53.0,F,1.0,College,Married,Less than $40K,Blue,47.0,4.0,2.0,3.0,2154.0,930.0
Existing Customer,49.0,M,3.0,High School,Married,$80K - $120K,Blue,41.0,5.0,2.0,3.0,8051.0,2138.0
Existing Customer,44.0,M,4.0,Doctorate,,$80K - $120K,Blue,27.0,1.0,2.0,1.0,24134.0,1290.0
Existing Customer,48.0,M,3.0,High School,Married,$60K - $80K,Blue,39.0,4.0,3.0,2.0,5448.0,0.0
Existing Customer,40.0,F,1.0,High School,Married,Less than $40K,Blue,36.0,6.0,3.0,2.0,4712.0,0.0
Existing Customer,39.0,M,1.0,High School,Married,$80K - $120K,Blue,28.0,4.0,2.0,4.0,3327.0,0.0
Existing Customer,43.0,M,1.0,Graduate,Married,$120K +,Blue,34.0,5.0,1.0,3.0,28612.0,2517.0
Existing Customer,29.0,F,0.0,Post-Graduate,Single,Unknown,Gold,36.0,4.0,1.0,4.0,34516.0,1452.0
Existing Customer,48.0,M,4.0,Post-Graduate,Divorced,$60K - $80K,Blue,38.0,3.0,2.0,2.0,11596.0,1258.0
Existing Customer,36.0,M,2.0,College,Unknown,$80K - $120K,Blue,22.0,2.0,2.0,3.0,34516.0,1652.0
Existing Customer,56.0,F,0.0,College,Married,Less than $40K,Blue,38.0,1.0,1.0,2.0,2143.0,1194.0
Existing Customer,53.0,F,2.0,High School,Single,$40K - $60K,Blue,47.0,5.0,2.0,3.0,1536.0,728.0
Existing Customer,30.0,M,0.0,Unknown,Single,,Blue,20.0,3.0,1.0,3.0,6607.0,2517.0
Existing Customer,45.0,M,3.0,Graduate,Single,$80K - $120K,Blue,32.0,5.0,2.0,2.0,24487.0,2517.0
Existing Customer,46.0,F,4.0,Post-Graduate,Married,Unknown,Blue,38.0,6.0,3.0,2.0,13816.0,955.0
Existing Customer,40.0,M,3.0,Graduate,Married,$80K - $120K,Silver,27.0,3.0,1.0,2.0,34516.0,0.0
Existing Customer,43.0,F,3.0,Unknown,Married,Less than $40K,Blue,30.0,5.0,2.0,2.0,2415.0,1452.0
Existing Customer,40.0,M,3.0,High School,Married,$60K - $80K,Blue,28.0,2.0,3.0,1.0,11476.0,2365.0
Existing Customer,44.0,F,2.0,High School,Married,$40K - $60K,Blue,28.0,2.0,3.0,3.0,1438.3,0.0
Existing Customer,34.0,F,2.0,Unknown,Single,Less than $40K,Blue,29.0,3.0,1.0,0.0,5387.0,795.0
Existing Customer,31.0,M,1.0,College,Married,$80K - $120K,Blue,36.0,4.0,1.0,0.0,25215.0,1445.0
Existing Customer,34.0,F,2.0,High School,Single,$40K - $60K,Blue,36.0,2.0,3.0,1.0,1677.0,0.0
Existing Customer,38.0,M,2.0,High School,Married,$120K +,Blue,29.0,4.0,1.0,2.0,2818.0,1656.0
Existing Customer,48.0,M,3.0,Graduate,Married,$60K - $80K,Blue,42.0,6.0,1.0,3.0,6085.0,930.0
Existing Customer,45.0,F,3.0,Unknown,Divorced,Less than $40K,Blue,34.0,1.0,2.0,1.0,1811.0,787.0
Existing Customer,39.0,F,2.0,College,Single,Unknown,Blue,35.0,6.0,2.0,2.0,10600.0,598.0
Existing Customer,42.0,F,4.0,Graduate,Married,$40K - $60K,Blue,27.0,3.0,1.0,1.0,1950.0,1062.0
Existing Customer,48.0,F,4.0,High School,Single,$40K - $60K,Blue,38.0,6.0,1.0,3.0,8135.0,0.0
Existing Customer,51.0,M,4.0,Uneducated,Divorced,$80K - $120K,Blue,38.0,5.0,3.0,2.0,34516.0,0.0
Existing Customer,55.0,M,1.0,College,,$80K - $120K,Blue,42.0,5.0,2.0,4.0,10696.0,1206.0
Existing Customer,45.0,F,3.0,Graduate,Married,$40K - $60K,Blue,38.0,3.0,6.0,1.0,4195.0,2440.0
Existing Customer,44.0,M,3.0,High School,Married,$80K - $120K,Blue,36.0,3.0,3.0,2.0,22243.0,1377.0
Existing Customer,49.0,F,4.0,High School,Married,Less than $40K,Blue,42.0,4.0,1.0,4.0,2473.0,1263.0
Existing Customer,44.0,F,2.0,Graduate,Single,Unknown,Blue,37.0,4.0,3.0,3.0,8128.0,2344.0
Existing Customer,36.0,M,1.0,Uneducated,Divorced,$80K - $120K,Blue,28.0,4.0,1.0,3.0,34516.0,774.0
Existing Customer,45.0,M,4.0,College,Married,$60K - $80K,Blue,26.0,6.0,2.0,2.0,3035.0,1498.0
Existing Customer,60.0,M,1.0,High School,Single,$60K - $80K,Silver,55.0,5.0,5.0,3.0,34516.0,1642.0
Existing Customer,30.0,M,0.0,Graduate,Unknown,$60K - $80K,Blue,36.0,3.0,5.0,3.0,18513.0,2517.0
Existing Customer,47.0,M,5.0,College,Single,$80K - $120K,Blue,41.0,1.0,1.0,3.0,3429.0,1779.0
Existing Customer,43.0,M,4.0,Unknown,Married,$120K +,Blue,37.0,3.0,1.0,3.0,20695.0,1250.0
Existing Customer,44.0,F,2.0,Uneducated,Married,Less than $40K,Blue,36.0,4.0,2.0,5.0,4396.0,1489.0
Existing Customer,45.0,M,3.0,Graduate,Married,$60K - $80K,Blue,36.0,3.0,1.0,3.0,14593.0,1504.0
Existing Customer,46.0,F,4.0,Post-Graduate,Married,Less than $40K,Blue,37.0,5.0,3.0,2.0,3773.0,1972.0
Existing Customer,49.0,F,4.0,High School,Married,Less than $40K,Blue,43.0,5.0,3.0,4.0,2574.0,1555.0
Existing Customer,43.0,F,3.0,Graduate,Married,Unknown,Blue,33.0,6.0,1.0,3.0,7951.0,1456.0
Existing Customer,56.0,F,,Unknown,Single,Less than $40K,Blue,36.0,5.0,4.0,2.0,3033.0,0.0
Existing Customer,49.0,F,4.0,Doctorate,Married,Unknown,Blue,39.0,4.0,4.0,1.0,2333.0,1414.0
Existing Customer,48.0,F,3.0,Graduate,Unknown,Less than $40K,Blue,36.0,4.0,2.0,2.0,6182.0,1131.0
Existing Customer,45.0,F,4.0,Graduate,Single,$40K - $60K,Blue,34.0,3.0,2.0,2.0,2700.0,1977.0
Existing Customer,54.0,F,4.0,High School,Single,Less than $40K,Blue,36.0,1.0,3.0,0.0,1921.0,1334.0
Existing Customer,49.0,M,0.0,Unknown,Married,$60K - $80K,Blue,39.0,6.0,2.0,4.0,10177.0,1748.0
Existing Customer,57.0,M,2.0,Unknown,Married,$120K +,Blue,36.0,3.0,2.0,2.0,23700.0,1314.0
Existing Customer,42.0,F,4.0,Unknown,Married,Less than $40K,Blue,37.0,2.0,1.0,3.0,6551.0,1718.0
Existing Customer,48.0,F,4.0,High School,Single,Unknown,Blue,36.0,2.0,3.0,1.0,23939.0,1419.0
Existing Customer,51.0,M,1.0,Graduate,Married,$120K +,Gold,37.0,2.0,3.0,1.0,34516.0,2417.0
Existing Customer,42.0,F,4.0,Uneducated,Married,Less than $40K,Blue,23.0,4.0,2.0,0.0,2260.0,1007.0
Existing Customer,44.0,F,4.0,College,Married,Less than $40K,Blue,36.0,6.0,3.0,2.0,1438.3,0.0
Existing Customer,42.0,M,4.0,Graduate,Single,$80K - $120K,Blue,33.0,4.0,2.0,2.0,32535.0,0.0
Existing Customer,49.0,F,4.0,Unknown,Single,Less than $40K,Blue,36.0,4.0,1.0,4.0,1976.0,1694.0
Existing Customer,40.0,M,2.0,Graduate,Single,$40K - $60K,Blue,36.0,3.0,2.0,3.0,6033.0,0.0
Existing Customer,40.0,M,4.0,Unknown,Divorced,$40K - $60K,Gold,28.0,4.0,2.0,2.0,23981.0,1788.0
Existing Customer,29.0,F,1.0,Unknown,Single,Less than $40K,Blue,36.0,1.0,1.0,2.0,2763.0,1879.0
Existing Customer,49.0,M,2.0,Uneducated,Married,$60K - $80K,Blue,35.0,3.0,3.0,3.0,13435.0,0.0
Existing Customer,51.0,M,3.0,Graduate,Married,$80K - $120K,Blue,46.0,6.0,3.0,3.0,3458.0,1989.0
Existing Customer,34.0,M,3.0,Uneducated,Divorced,$120K +,Blue,28.0,4.0,3.0,3.0,9180.0,1814.0
Existing Customer,38.0,F,3.0,High School,Married,Less than $40K,Blue,34.0,3.0,3.0,2.0,2450.0,1981.0
Existing Customer,53.0,M,3.0,Graduate,Single,$80K - $120K,Blue,46.0,5.0,2.0,3.0,9065.0,1548.0
Existing Customer,50.0,M,4.0,College,Single,$40K - $60K,Blue,45.0,4.0,3.0,1.0,6943.0,600.0
Existing Customer,31.0,M,0.0,Uneducated,Divorced,$40K - $60K,Blue,21.0,6.0,2.0,2.0,2621.0,1461.0
Existing Customer,58.0,F,2.0,High School,Divorced,Unknown,Gold,36.0,5.0,4.0,3.0,34516.0,1864.0
Existing Customer,42.0,F,4.0,College,Married,Less than $40K,Blue,27.0,6.0,2.0,1.0,2043.0,0.0
Existing Customer,60.0,M,1.0,,Single,$40K - $60K,Blue,54.0,6.0,3.0,3.0,1848.0,1408.0
Existing Customer,46.0,M,4.0,Graduate,Married,$80K - $120K,Blue,36.0,2.0,1.0,1.0,2171.0,1043.0
Existing Customer,57.0,M,2.0,Uneducated,Single,$60K - $80K,Blue,36.0,1.0,1.0,3.0,23058.0,1534.0
Existing Customer,45.0,F,0.0,Doctorate,Married,$40K - $60K,Silver,36.0,1.0,1.0,3.0,19107.0,933.0
Existing Customer,40.0,M,3.0,High School,Single,$80K - $120K,Blue,28.0,5.0,1.0,0.0,21617.0,0.0
Existing Customer,49.0,M,1.0,Unknown,Married,Less than $40K,Blue,35.0,5.0,2.0,2.0,1438.3,0.0
Existing Customer,64.0,M,1.0,Graduate,Single,Less than $40K,Blue,56.0,3.0,1.0,5.0,2586.0,0.0
Existing Customer,65.0,F,0.0,College,Single,Less than $40K,Blue,55.0,3.0,3.0,0.0,2022.0,0.0
Existing Customer,42.0,M,5.0,Graduate,Married,$60K - $80K,Blue,34.0,3.0,3.0,3.0,10607.0,2517.0
Existing Customer,44.0,M,3.0,College,Married,$40K - $60K,Silver,36.0,2.0,1.0,2.0,16199.0,1533.0
Existing Customer,48.0,M,2.0,Graduate,Married,$40K - $60K,Blue,41.0,5.0,2.0,4.0,2582.0,1399.0
Existing Customer,43.0,M,3.0,High School,Single,$40K - $60K,Blue,33.0,5.0,2.0,3.0,3040.0,2517.0
Existing Customer,38.0,F,2.0,Uneducated,Married,Less than $40K,Blue,28.0,3.0,3.0,3.0,7049.0,0.0
Existing Customer,43.0,M,5.0,Uneducated,Married,$120K +,Blue,31.0,4.0,3.0,4.0,34516.0,830.0
Existing Customer,55.0,M,0.0,High School,Divorced,$60K - $80K,Blue,46.0,6.0,1.0,2.0,9734.0,0.0
Existing Customer,34.0,M,3.0,Unknown,Unknown,$80K - $120K,Blue,24.0,6.0,3.0,3.0,8628.0,1500.0
Existing Customer,43.0,F,4.0,Unknown,Unknown,Unknown,Blue,34.0,5.0,3.0,3.0,12778.0,1528.0
Existing Customer,34.0,F,2.0,Unknown,Single,Less than $40K,Blue,21.0,6.0,3.0,4.0,6131.0,1270.0
Existing Customer,31.0,F,0.0,College,Married,Less than $40K,Blue,21.0,5.0,2.0,2.0,1677.0,0.0
Existing Customer,43.0,F,2.0,Unknown,Single,Less than $40K,Silver,24.0,1.0,1.0,3.0,10272.0,1523.0
Existing Customer,42.0,F,2.0,Doctorate,Married,Unknown,Blue,30.0,4.0,3.0,5.0,14828.0,1513.0
Existing Customer,34.0,F,3.0,Uneducated,Single,Less than $40K,Blue,36.0,4.0,3.0,3.0,1438.3,0.0
Existing Customer,44.0,F,2.0,Uneducated,Single,Less than $40K,Blue,37.0,5.0,2.0,3.0,2568.0,1875.0
Existing Customer,64.0,F,0.0,High School,Single,Less than $40K,Blue,56.0,6.0,6.0,1.0,2609.0,1115.0
Existing Customer,,M,3.0,High School,Single,$60K - $80K,Blue,47.0,2.0,1.0,3.0,6228.0,1738.0
Existing Customer,50.0,F,4.0,Doctorate,Married,Unknown,Blue,38.0,6.0,4.0,2.0,23692.0,2402.0
Existing Customer,45.0,M,3.0,College,Single,$60K - $80K,Blue,35.0,1.0,1.0,2.0,10699.0,1099.0
Existing Customer,36.0,F,2.0,Uneducated,Single,$40K - $60K,Blue,26.0,3.0,2.0,4.0,3131.0,2379.0
Existing Customer,56.0,M,2.0,High School,Married,$80K - $120K,Blue,43.0,2.0,2.0,1.0,29394.0,1002.0
Existing Customer,36.0,M,2.0,Graduate,Single,$80K - $120K,Silver,27.0,5.0,2.0,4.0,34516.0,1568.0
Existing Customer,63.0,F,0.0,College,Single,Less than $40K,Blue,44.0,3.0,4.0,2.0,1938.0,0.0
Existing Customer,51.0,F,2.0,Unknown,Single,Less than $40K,Blue,45.0,5.0,1.0,0.0,1757.0,0.0
