id,year,month,day,latitude,longitude,name,magnitude
nn00554599,2016,8,4,40.136,-120.2137,California,0.6
nn00554600,2016,8,4,40.1372,-120.2119,California,0.4
nn00554601,2016,8,4,40.1344,-120.2116,California,0.3
nn00554603,2016,8,4,40.1393,-120.2149,California,0.5
nn00554604,2016,8,4,40.1397,-120.2204,California,0.4
nn00554605,2016,8,4,40.1358,-120.2067,California,0.6
nn00554606,2016,8,4,40.1429,-120.2201,California,0.7
nn00554607,2016,8,4,40.1356,-120.2039,California,0.9
nn00554608,2016,8,4,40.1369,-120.2136,California,0.8
nn00554690,2016,8,4,40.1361,-120.2205,California,0.3
nn00554691,2016,8,4,40.1381,-120.2207,California,0.3
nn00554692,2016,8,4,40.1352,-120.2133,California,1.0
nn00554609,2016,8,4,40.1373,-120.2184,California,0.8
nc72670125,2016,8,4,37.5831667,-118.862,California,1.83
nc72670135,2016,8,4,40.1358333,-120.21066670000002,California,1.95
ak13829587,2016,8,4,58.7579,-157.1253,Alaska,1.3
nc72670130,2016,8,4,40.1533333,-120.2138333,California,2.49
nn00554610,2016,8,4,40.1445,-120.2319,California,0.6
nc72670150,2016,8,4,40.1258333,-120.2228333,California,1.78
nn00554613,2016,8,4,40.1375,-120.2118,California,0.5
nn00554614,2016,8,4,37.4136,-117.9229,California,0.1
nc72670155,2016,8,4,37.6663333,-122.5108333,California,1.16
nn00554617,2016,8,4,40.13800000000001,-120.2189,California,0.3
ak13829589,2016,8,4,51.2094,-177.7303,Alaska,3.5
us100069zr,2016,8,4,11.0092,-86.5253,Nicaragua,4.8
nc72670160,2016,8,4,40.1285,-120.2301667,California,1.6
nn00554619,2016,8,4,40.1381,-120.2187,California,0.7
nn00554620,2016,8,4,40.1359,-120.2119,California,0.3
ak13829635,2016,8,4,51.7732,178.3304,Alaska,2.3
nn00554449,2016,8,4,40.1432,-120.2133,California,0.7
nn00554621,2016,8,4,40.1382,-120.2083,California,0.7
ak13829630,2016,8,4,68.9017,-145.6415,Alaska,1.3
nn00554622,2016,8,4,40.1371,-120.218,California,0.6
nn00554450,2016,8,4,40.1397,-120.2187,California,1.0
uu60157517,2016,8,4,38.0626667,-112.4836667,Utah,1.23
ak13829632,2016,8,4,51.963,-170.7836,Alaska,3.3
nn00554623,2016,8,4,40.1248,-120.2092,California,0.4
ak13829636,2016,8,4,58.0176,-154.9193,Alaska,2.1
nc72670165,2016,8,4,37.5838333,-118.8575,California,0.09
nn00554452,2016,8,4,40.1385,-120.2202,California,0.6
ak13829641,2016,8,4,63.1276,-150.4162,Alaska,0.5
ak13829640,2016,8,4,51.3579,-177.0699,Alaska,2.5
nn00554626,2016,8,4,40.1384,-120.2175,California,0.3
ak13829645,2016,8,4,63.3891,-145.0961,Alaska,0.7
nc72670170,2016,8,4,40.1215,-120.2171667,California,1.49
nn00554627,2016,8,4,40.1458,-120.2217,California,0.7
ak13829646,2016,8,4,63.2596,-150.7429,Alaska,1.2
nn00554631,2016,8,4,40.1359,-120.2125,California,0.4
nn00554632,2016,8,4,40.1479,-120.2162,California,0.1
nc72670175,2016,8,4,40.125,-120.2295,California,1.53
ak13829647,2016,8,4,61.4626,-140.5415,Canada,1.5
nc72670180,2016,8,4,40.1246667,-120.2245,California,2.21
ak13841728,2016,8,4,54.6743,-165.0466,Alaska,2.0
nn00554635,2016,8,4,40.1447,-120.2206,California,0.3
nn00554637,2016,8,4,40.1383,-120.2202,California,0.3
nn00554639,2016,8,4,40.1384,-120.2089,California,0.2
nn00554641,2016,8,4,40.1391,-120.2228,California,0.8
nn00554643,2016,8,4,40.1347,-120.2149,California,0.1
nn00554645,2016,8,4,40.1383,-120.2161,California,0.6
ak13829652,2016,8,4,62.1476,-148.7366,Alaska,0.9
ci37647176,2016,8,4,33.474166700000005,-116.4851667,California,0.5
mb80164434,2016,8,4,44.8248333,-111.43233329999998,Montana,0.33
nn00554651,2016,8,4,40.1385,-120.2172,California,0.3
nn00554654,2016,8,4,40.1365,-120.2212,California,0.6
nn00554657,2016,8,4,40.1372,-120.221,California,0.4
nn00554660,2016,8,4,40.1346,-120.2191,California,0.7
nn00554666,2016,8,4,40.1329,-120.2165,California,0.2
ci37647184,2016,8,4,34.208833299999995,-117.5545,California,0.72
nn00554667,2016,8,4,40.13800000000001,-120.2167,California,0.3
ak13829692,2016,8,4,63.1206,-150.7818,Alaska,1.3
nn00554672,2016,8,4,40.1454,-120.2205,California,0.6
nn00554671,2016,8,4,35.7287,-117.0437,California,0.1
nn00554670,2016,8,4,40.1381,-120.2075,California,0.2
ak13829695,2016,8,4,62.8314,-150.5752,Alaska,1.1
nn00554674,2016,8,4,40.1403,-120.2111,California,0.4
nn00554675,2016,8,4,40.1395,-120.2191,California,0.5
nn00554678,2016,8,4,40.1334,-120.2117,California,0.3
nn00554681,2016,8,4,40.1466,-120.2183,California,0.1
ci37647192,2016,8,4,33.768,-115.9106667,California,1.09
mb80164289,2016,8,4,44.7511667,-111.7465,Montana,1.08
nn00554682,2016,8,4,40.1378,-120.2204,California,0.2
nn00554684,2016,8,4,40.1405,-120.2229,California,0.5
nc72670185,2016,8,4,37.5898333,-119.0015,California,0.22
ci37647200,2016,8,4,33.2431667,-116.7955,California,0.55
ak13829697,2016,8,4,62.8771,-143.679,Alaska,0.7
nn00554630,2016,8,4,40.1575,-120.2146,California,0.3
hv61363701,2016,8,4,19.2026667,-155.4688333,Hawaii,1.86
ak13829698,2016,8,4,62.8739,-151.3024,Alaska,1.5
nn00554634,2016,8,4,40.1532,-120.2271,California,0.5
nn00554636,2016,8,4,40.1557,-120.2117,California,0.2
nc72670190,2016,8,4,38.8408318,-122.8266678,California,0.57
nc72670195,2016,8,4,38.8409996,-122.8271637,California,1.08
nn00554638,2016,8,4,40.1346,-120.214,California,0.7
nn00554640,2016,8,4,40.1385,-120.2199,California,0.1
nc72670200,2016,8,4,37.5955,-118.8645,California,0.1
nn00554642,2016,8,4,40.1461,-120.2205,California,0.9
ak13829741,2016,8,4,59.5702,-153.264,Alaska,1.9
nn00554644,2016,8,4,40.1447,-120.2184,California,0.1
nn00554649,2016,8,4,40.1423,-120.211,California,0.3
ak13829744,2016,8,4,63.1559,-150.6281,Alaska,1.2
nn00554650,2016,8,4,40.1381,-120.2204,California,0.8
nc72670215,2016,8,4,41.54600000000001,-122.2926667,California,1.24
us10006a0c,2016,8,4,-4.2551,143.4332,Papua New Guinea,5.2
ci37647208,2016,8,4,34.225,-117.45583329999998,California,2.32
nc72670230,2016,8,4,40.134,-120.225,California,1.75
nn00554655,2016,8,4,40.1254,-120.215,California,1.0
nc72670225,2016,8,4,37.6016667,-118.8106667,California,0.84
nc71104669,2016,8,4,40.1545,-121.2973333,California,1.18
nc72670235,2016,8,4,35.6841667,-121.1273333,California,0.81
nn00554661,2016,8,4,40.1409,-120.2109,California,0.6
pr16217002,2016,8,4,19.2968,-67.0231,Puerto Rico,3.1
nc72670250,2016,8,4,38.8028336,-122.7376633,California,0.53
nc72670255,2016,8,4,38.0538333,-118.93233329999998,California,1.37
nn00554668,2016,8,4,40.1394,-120.2194,California,0.3
nn00554489,2016,8,4,40.6653,-119.4618,Nevada,0.7
nc72670260,2016,8,4,38.8160019,-122.8160019,California,0.89
nn00554490,2016,8,4,40.1231,-120.2141,California,0.6
nn00554491,2016,8,4,40.1307,-120.2155,California,0.9
pr16217003,2016,8,4,17.8556,-67.116,Puerto Rico,1.7
nn00554493,2016,8,4,40.1333,-120.2154,California,0.6
nn00554472,2016,8,4,37.9988,-118.1273,Nevada,1.0
ak13829796,2016,8,4,60.383,-152.9368,Alaska,2.0
ak13829801,2016,8,4,59.1505,-150.9599,Alaska,2.7
pr16217004,2016,8,4,18.9062,-64.3936,British Virgin Islands,2.2
nc72670265,2016,8,4,40.1516667,-120.2126667,California,3.31
ak13829810,2016,8,4,63.1975,-150.8486,Alaska,0.8
nn00554488,2016,8,4,40.1445,-120.2121,California,0.3
ci37647224,2016,8,4,33.3946667,-116.43233329999998,California,0.53
ci37647232,2016,8,4,33.395,-116.4321667,California,0.82
nn00554524,2016,8,4,40.1337,-120.2164,California,0.3
ak13841741,2016,8,4,51.4129,-172.9868,Alaska,2.1
nc72670275,2016,8,4,40.1295,-120.218,California,1.45
nn00554526,2016,8,4,40.1344,-120.2169,California,0.4
ak13841742,2016,8,4,66.0296,-153.632,Alaska,0.8
nn00554673,2016,8,4,40.1365,-120.2068,California,0.3
ak13829858,2016,8,4,59.8192,-151.7698,Alaska,1.4
ak13829859,2016,8,4,63.1675,-150.8493,Alaska,0.8
nn00554676,2016,8,4,40.1404,-120.224,California,1.0
nn00554518,2016,8,4,40.1428,-120.2163,California,0.4
pr16217001,2016,8,4,18.0597,-68.5132,Dominican Republic,3.4
ci37647240,2016,8,4,32.2406667,-115.225,Mexico,3.17
nn00554478,2016,8,4,40.9769,-119.0703,Nevada,1.5
ci37647248,2016,8,4,33.6908333,-116.764,California,0.49
ak13829863,2016,8,4,60.9749,-146.6694,Alaska,0.9
ci37647256,2016,8,4,34.0046667,-118.336,California,1.5
ci37647264,2016,8,4,33.9968333,-118.351,California,1.11
nc72670290,2016,8,4,40.1283333,-120.2206667,California,1.82
mb80164439,2016,8,4,44.809,-111.5438333,Montana,0.32
ak13829864,2016,8,4,65.7511,-151.697,Alaska,0.6
nc72670295,2016,8,4,40.1323333,-120.2248333,California,1.48
ak13829910,2016,8,4,68.5148,-147.2668,Alaska,0.8
us10006a0t,2016,8,4,0.1821,126.285,Indonesia,4.8
uu60157532,2016,8,4,44.749,-110.66,Wyoming,1.59
ak13829911,2016,8,4,57.8355,-154.8599,Alaska,3.6
nn00554521,2016,8,4,38.1601,-118.2173,Nevada,0.7
nc72670300,2016,8,4,35.9655,-120.62466670000002,California,0.34
nn00554481,2016,8,4,40.1263,-120.2158,California,0.8
nc72670305,2016,8,4,38.818332700000006,-122.8126678,California,0.55
nc72670310,2016,8,4,40.2236667,-120.32783329999998,California,1.52
nn00554503,2016,8,4,40.1468,-120.2248,California,0.5
ak13829934,2016,8,4,53.7227,-164.0937,Alaska,2.2
nn00554483,2016,8,4,40.1328,-120.2218,California,0.9
nn00554506,2016,8,4,40.1372,-120.2152,California,0.1
nc72670315,2016,8,4,38.8346667,-122.76583329999998,California,0.3
ak13829980,2016,8,4,59.9072,-140.6894,Alaska,1.1
ci37647272,2016,8,4,34.5175,-118.1093333,California,0.47
ak13829982,2016,8,4,66.1328,-150.2822,Alaska,1.0
nn00554484,2016,8,4,38.6666,-119.3817,Nevada,2.7
nc72670325,2016,8,4,37.4003333,-118.3761667,California,2.36
nc72670330,2016,8,4,38.8170013,-122.8048325,California,0.91
hv61363761,2016,8,4,19.4261667,-155.618,Hawaii,0.9
ak13841752,2016,8,4,60.1696,-139.5047,Alaska,1.1
ak13829985,2016,8,4,61.1207,-152.4507,Alaska,2.2
ci37647296,2016,8,4,33.7681667,-115.912,California,1.28
nn00554508,2016,8,4,40.1326,-120.2236,California,0.3
nn00554486,2016,8,4,38.6751,-119.3747,Nevada,1.0
nn00554487,2016,8,4,40.4622,-119.7,Nevada,1.5
ci37647304,2016,8,4,33.768,-115.91733329999998,California,0.86
nn00554509,2016,8,4,40.1404,-120.2206,California,0.3
nn00554510,2016,8,4,40.1337,-120.2145,California,0.6
ci37647312,2016,8,4,33.7661667,-115.91016670000002,California,1.26
ci37144020,2016,8,4,33.768666700000004,-115.9128333,California,1.21
nc72670340,2016,8,4,37.587,-118.84166670000002,California,0.05
ak13841755,2016,8,4,53.2872,-166.0014,Alaska,1.4
nn00554494,2016,8,4,38.2587,-118.7269,Nevada,0.3
ak13830041,2016,8,4,60.3735,-138.4868,Canada,0.8
nn00554512,2016,8,4,40.1394,-120.2179,California,0.6
ak13830042,2016,8,4,61.6565,-151.6088,Alaska,1.7
ci37647328,2016,8,4,33.8758333,-116.20466670000002,California,0.84
us10006a1d,2016,8,4,-22.3942,-66.0814,Argentina,6.2
nn00554495,2016,8,4,36.5748,-115.2594,Nevada,0.5
ak13830050,2016,8,4,67.1656,-144.4631,Alaska,0.3
nc72670350,2016,8,4,40.15566670000001,-120.2061667,California,2.08
nc72670360,2016,8,4,36.7658333,-121.45,California,0.51
us10006a1r,2016,8,4,-3.0529,127.542,Indonesia,4.5
ak13830069,2016,8,4,61.7225,-147.741,Alaska,2.1
nc72670365,2016,8,4,36.5781667,-121.17216670000002,California,2.13
us10006a20,2016,8,4,18.4348,145.7441,Northern Mariana Islands,4.4
ak13830121,2016,8,4,61.2953,-152.4418,Alaska,0.8
nn00554709,2016,8,4,38.2482,-118.7485,Nevada,0.9
hv61363791,2016,8,4,20.0266667,-155.36716669999996,Hawaii,1.74
ak13830123,2016,8,4,62.167,-151.6705,Alaska,2.6
ak13830144,2016,8,4,52.715,-166.6745,Alaska,1.7
nn00554698,2016,8,4,40.136,-120.217,California,0.2
nc72670385,2016,8,4,38.7976685,-122.7334976,California,1.14
nc72670390,2016,8,4,38.8471667,-122.85016670000002,California,1.11
nn00554699,2016,8,4,38.6585,-118.7847,Nevada,0.6
nc71104694,2016,8,4,38.8093333,-122.8276667,California,0.6
nc72670405,2016,8,4,38.8498333,-122.8516667,California,0.22
nn00554700,2016,8,4,40.1436,-120.2206,California,0.1
nn00554515,2016,8,4,38.2564,-118.7323,Nevada,0.7
ak13830148,2016,8,4,63.9266,-148.636,Alaska,1.4
nc72670410,2016,8,4,37.459,-121.7866667,California,1.31
ci37647400,2016,8,4,34.015666700000004,-118.3473333,California,1.39
nc72670425,2016,8,4,38.8501667,-122.8508333,California,0.66
ak13841765,2016,8,4,59.4726,-152.7611,Alaska,1.5
nc72670435,2016,8,4,38.8523331,-122.807663,California,1.06
nc72670440,2016,8,4,40.1573333,-120.19266670000002,California,2.05
nc72670445,2016,8,4,38.85150150000001,-122.85150149999998,California,0.89
ak13830199,2016,8,4,52.6662,-166.613,Alaska,2.3
nn00554529,2016,8,4,38.2598,-118.7452,Nevada,1.0
nn00554711,2016,8,4,38.2602,-118.7249,Nevada,0.4
ak13830200,2016,8,4,63.7099,-149.6248,Alaska,1.1
ci37434255,2016,8,4,34.0685,-117.2498333,California,0.71
ak13841769,2016,8,4,62.4047,-151.2366,Alaska,1.1
nn00554535,2016,8,4,37.5519,-117.8818,California,2.2
us10006a2k,2016,8,4,24.9477,142.0074,Japan,6.3
nc72670455,2016,8,4,37.602,-118.87366670000002,California,0.16
nn00554712,2016,8,4,40.1389,-120.2196,California,0.6
nc72670460,2016,8,4,40.1345,-120.2085,California,1.61
ak13841770,2016,8,4,51.4142,-178.0918,Alaska,1.3
ak13830264,2016,8,4,62.00899999999999,-152.1416,Alaska,1.6
nn00554546,2016,8,4,40.152,-120.2141,California,1.3
ak13830265,2016,8,4,63.57100000000001,-150.6338,Alaska,1.6
nc72670475,2016,8,4,37.3243333,-122.10366670000002,California,1.54
nn00554732,2016,8,4,40.1326,-120.211,California,0.2
us10006a3s,2016,8,4,36.4379,70.598,Afghanistan,4.4
nn00554714,2016,8,4,38.2557,-118.7389,Nevada,0.5
ak13830324,2016,8,4,60.3794,-151.9016,Alaska,1.6
nn00554715,2016,8,4,38.2514,-118.7249,Nevada,0.3
ci37434359,2016,8,4,34.067,-117.2716667,California,1.68
uu60157567,2016,8,4,44.4805,-111.05783329999998,Wyoming,0.93
ak13830334,2016,8,4,61.256,-146.915,Alaska,1.2
nn00554716,2016,8,4,38.2566,-118.7343,Nevada,0.4
uu60157572,2016,8,4,44.4718333,-111.0643333,Wyoming,0.94
nn00554717,2016,8,4,40.1432,-120.2199,California,0.2
ci37434399,2016,8,4,33.326666700000004,-116.8483333,California,1.93
ak13841776,2016,8,4,63.1126,-151.5018,Alaska,0.8
nn00554718,2016,8,4,38.2655,-118.7384,Nevada,0.5
nn00554719,2016,8,4,40.1369,-120.2175,California,0.3
ak13830396,2016,8,4,60.1011,-151.3949,Alaska,1.2
nn00554720,2016,8,4,40.1372,-120.2205,California,0.3
nn00554721,2016,8,4,40.1502,-120.2235,California,0.8
nc72670510,2016,8,4,38.8041667,-122.81583329999998,California,1.22
ak13841780,2016,8,4,63.1373,-150.5357,Alaska,1.2
nn00554582,2016,8,4,37.5505,-117.8768,California,1.4
nn00554586,2016,8,4,38.2628,-118.7454,Nevada,0.9
ak13830444,2016,8,4,63.3666,-151.4803,Alaska,1.8
ak13830447,2016,8,4,64.8181,-149.1685,Alaska,0.9
ci37434479,2016,8,4,33.5023333,-116.5306667,California,1.25
ci37434503,2016,8,4,33.7673333,-115.9065,California,1.25
nn00554594,2016,8,4,38.262,-118.7358,Nevada,0.5
nc72670540,2016,8,4,38.5963333,-122.62066670000002,California,1.74
ak13830526,2016,8,4,64.1187,-148.709,Alaska,1.6
ak13830536,2016,8,4,63.5307,-150.6719,Alaska,1.2
nc72670545,2016,8,4,40.2948333,-121.35233329999998,California,0.65
nc72670550,2016,8,4,38.8330002,-122.8748322,California,0.77
ci37434527,2016,8,4,33.5016667,-116.53083329999998,California,0.67
ci37434535,2016,8,4,33.8798333,-116.8526667,California,0.74
ak13830538,2016,8,4,61.5794,-148.1326,Alaska,1.0
nc72670555,2016,8,4,38.7983322,-122.81549840000002,California,0.77
ci37434551,2016,8,4,33.7698333,-115.91016670000002,California,1.4
ak13830539,2016,8,4,62.8733,-149.5232,Alaska,1.2
ak13830540,2016,8,4,53.2867,-166.8479,Alaska,1.6
ak13830541,2016,8,4,63.536,-152.4858,Alaska,0.7
ci37434559,2016,8,4,35.96216670000001,-117.919,California,1.11
uw61190671,2016,8,4,49.4341667,-120.514,Canada,1.96
ak13830542,2016,8,4,61.5229,-146.4081,Alaska,1.3
nc72670580,2016,8,4,37.5733333,-118.8631667,California,1.54
nc72670585,2016,8,4,37.5728333,-118.8603333,California,0.77
nc72670590,2016,8,4,37.6401667,-118.93,California,0.66
ak13830544,2016,8,4,63.0805,-149.6725,Alaska,1.2
ci37144028,2016,8,4,33.765,-115.908,California,1.22
ci37434599,2016,8,4,33.7568333,-115.929,California,1.26
ci37434583,2016,8,4,33.7636667,-115.9123333,California,1.4
ci37434591,2016,8,4,33.766,-115.9108333,California,1.53
us10006a6c,2016,8,4,38.7843,72.3745,Tajikistan,4.5
us10006c3m,2016,8,4,38.6991,72.3503,Tajikistan,4.4
ak13830618,2016,8,4,59.8358,-152.9536,Alaska,1.9
us10006a6p,2016,8,4,38.7359,72.7329,Tajikistan,4.4
ak13830622,2016,8,4,60.2808,-148.1912,Alaska,1.7
uw61190696,2016,8,4,49.0878333,-122.2366667,Canada,0.97
ci37434631,2016,8,4,33.4963333,-116.93016670000002,California,0.57
nn00554677,2016,8,4,38.2622,-118.7383,Nevada,0.8
us10006c3r,2016,8,4,-55.7572,-26.823,South Georgia and the South Sandwich Islands,4.6
nc72670610,2016,8,4,37.2893333,-121.623,California,0.95
ak13830625,2016,8,4,61.0078,-138.7017,Canada,1.0
ci37434639,2016,8,4,32.3976667,-115.2356667,Mexico,1.99
ak13830698,2016,8,4,61.4702,-146.4359,Alaska,1.3
ak13841795,2016,8,4,63.2504,-150.5087,Alaska,1.1
nc72670620,2016,8,4,38.8128319,-122.8079987,California,0.82
ak13830699,2016,8,4,61.9472,-150.0608,Alaska,2.5
nc72670625,2016,8,4,38.80766679999999,-122.7973328,California,0.77
nc72670630,2016,8,4,36.5496667,-121.0636667,California,0.85
ak13841797,2016,8,4,51.362,-177.0324,Alaska,1.3
ci37434647,2016,8,4,33.0531667,-114.9711667,Mexico,1.49
nn00554725,2016,8,4,38.2527,-118.6917,Nevada,0.5
nn00554701,2016,8,4,38.2615,-118.7398,Nevada,0.4
ak13830708,2016,8,4,64.9713,-147.3852,Alaska,1.4
ak13830710,2016,8,4,58.1062,-154.7812,Alaska,2.9
nn00554726,2016,8,4,40.1402,-120.2197,California,0.9
mb80164489,2016,8,4,44.7468333,-111.7471667,Montana,1.18
nc72670640,2016,8,4,37.5818333,-118.8635,California,1.73
us10006a72,2016,8,4,38.8748,72.3742,Tajikistan,4.7
nc72670645,2016,8,4,37.606,-118.9761667,California,0.22
ak13830715,2016,8,4,63.2774,-151.1832,Alaska,1.0
us10006a7a,2016,8,4,6.0317,126.4562,Philippines,4.4
us10006a79,2016,8,4,36.4682,-98.7508,Oklahoma,3.4
nc72670655,2016,8,4,37.2801667,-121.66566670000002,California,1.05
ak13830794,2016,8,4,65.7328,-145.0301,Alaska,1.0
ak13830795,2016,8,4,61.28100000000001,-147.7108,Alaska,1.8
nn00554722,2016,8,4,40.1381,-120.2196,California,1.1
pr16218001,2016,8,4,18.6667,-64.324,British Virgin Islands,2.0
ak13830871,2016,8,4,63.4667,-146.8679,Alaska,1.4
us10006a7l,2016,8,4,-18.6387,167.9488,Vanuatu,4.6
pr16218000,2016,8,4,19.3405,-64.8703,British Virgin Islands,2.9
nn00554752,2016,8,4,40.134,-120.2122,California,0.5
uu60157597,2016,8,4,39.5915,-111.41,Utah,0.77
nc72670675,2016,8,4,37.5831667,-118.85616670000002,California,0.25
pr16218002,2016,8,4,18.1424,-66.9077,Puerto Rico,2.2
nc72670680,2016,8,4,37.5466667,-118.8718333,California,0.77
ak13830873,2016,8,4,59.3375,-153.3164,Alaska,2.4
ci37434687,2016,8,4,34.3301667,-117.5833333,California,0.7
ak13830879,2016,8,4,53.227,-167.174,Alaska,2.0
ci37434703,2016,8,4,33.3531667,-116.243,California,0.97
ak13830887,2016,8,4,58.1886,-154.0942,Alaska,2.2
ci37434767,2016,8,4,33.7683333,-115.9145,California,1.12
ci37381253,2016,8,4,33.7705,-115.9145,California,1.68
ci37381229,2016,8,4,33.7683333,-115.9128333,California,1.18
ci37434775,2016,8,4,33.7646667,-115.913,California,1.43
ci37434783,2016,8,4,35.6666667,-118.4663333,California,1.43
ci37434791,2016,8,4,33.352,-116.24183329999998,California,0.65
nn00554736,2016,8,4,40.1371,-120.2178,California,1.1
nn00554753,2016,8,4,40.1375,-120.2186,California,0.2
ak13830889,2016,8,4,61.28100000000001,-147.7108,Alaska,1.4
ak13830962,2016,8,4,56.6778,-157.3849,Alaska,2.7
nn00554737,2016,8,4,38.4958,-117.8546,Nevada,1.1
ak13830964,2016,8,4,63.5479,-150.7848,Alaska,1.0
nn00554738,2016,8,4,37.9986,-118.1192,California,0.9
nn00554740,2016,8,4,40.1339,-120.2169,California,1.2
ci37434799,2016,8,4,33.472333299999995,-116.4836667,California,0.38
ak13830967,2016,8,4,55.7346,-162.0136,Alaska,3.0
nn00554741,2016,8,4,38.2571,-118.7488,Nevada,0.9
hv61364436,2016,8,4,19.2948333,-155.384,Hawaii,1.07
nn00554742,2016,8,4,38.253,-118.7386,Nevada,1.0
uu60157617,2016,8,4,44.4556667,-110.95766670000002,Wyoming,0.59
us10006a7y,2016,8,4,43.3646,140.2206,Japan,4.4
nn00554809,2016,8,4,38.2572,-118.7167,Nevada,0.2
us10006a83,2016,8,4,-8.1125,127.6288,East Timor,4.5
ci37434815,2016,8,4,34.3145,-118.29416670000002,California,1.08
nc72670730,2016,8,4,37.5385,-118.8865,California,0.31
nc72670725,2016,8,4,39.4668333,-123.2783333,California,1.79
nc72670720,2016,8,4,38.79,-122.7275,California,2.25
nn00554755,2016,8,4,40.1333,-120.2167,California,0.3
nn00554756,2016,8,4,40.1405,-120.223,California,0.3
nn00554744,2016,8,5,38.2564,-118.7602,Nevada,0.8
nn00554759,2016,8,5,40.1452,-120.2803,California,0.2
nc72670735,2016,8,5,37.6341667,-119.0388333,California,0.38
us10006a8b,2016,8,5,39.5075,73.5372,Kyrgyzstan,4.4
nn00554814,2016,8,5,38.2726,-118.7236,Nevada,0.4
nn00554747,2016,8,5,38.251,-118.7344,Nevada,0.6
nn00554815,2016,8,5,38.2699,-118.7197,Nevada,0.3
nn00554748,2016,8,5,38.2513,-118.7584,Nevada,0.3
nn00554749,2016,8,5,38.0021,-118.1269,Nevada,1.4
nn00554816,2016,8,5,38.2566,-118.7451,Nevada,0.4
nn00554817,2016,8,5,40.1375,-120.2044,California,0.1
nn00554818,2016,8,5,38.2678,-118.7244,Nevada,0.2
ci37434935,2016,8,5,34.2221667,-117.456,California,1.16
nn00554754,2016,8,5,38.2518,-118.6921,Nevada,1.5
ci37434943,2016,8,5,33.356,-116.4176667,California,0.63
ci37434951,2016,8,5,33.7653333,-115.9115,California,1.8
pr16218003,2016,8,5,18.7525,-64.1669,British Virgin Islands,2.6
nn00554820,2016,8,5,38.2562,-118.7557,Nevada,0.3
nn00554822,2016,8,5,40.1385,-120.2161,California,0.4
nc72670760,2016,8,5,38.8211667,-122.8376667,California,0.17
us10006a8t,2016,8,5,25.9748,128.5449,Japan,4.5
nn00554760,2016,8,5,38.2665,-118.7313,Nevada,0.7
nc72670765,2016,8,5,37.5841667,-118.86383329999998,California,0.62
mb80164519,2016,8,5,44.6261667,-111.7763333,Montana,0.73
pr16218004,2016,8,5,18.2191,-66.983,Puerto Rico,1.8
nn00554796,2016,8,5,40.152,-120.2143,California,0.3
ak13831134,2016,8,5,61.4228,-145.947,Alaska,1.3
ak13831136,2016,8,5,63.4045,-150.0943,Alaska,1.2
nn00554797,2016,8,5,38.6718,-119.3857,Nevada,0.8
nc72670775,2016,8,5,38.8071667,-122.801,California,1.82
ci37434983,2016,8,5,33.7315,-116.8378333,California,0.52
ci37434991,2016,8,5,33.0548333,-116.49533329999998,California,0.72
uu60157672,2016,8,5,39.7316667,-110.9026667,Utah,1.24
nc72670790,2016,8,5,37.5723333,-118.856,California,0.37
us10006a8w,2016,8,5,36.7528,-98.0782,Oklahoma,2.7
ci37434999,2016,8,5,34.309,-117.4943333,California,0.83
nn00554798,2016,8,5,40.1447,-120.2167,California,0.6
us10006a8y,2016,8,5,36.7577,-98.0795,Oklahoma,2.8
nc72670800,2016,8,5,36.6788333,-121.3041667,California,1.67
ci37435007,2016,8,5,33.5311667,-116.46,California,0.86
ci37435015,2016,8,5,33.7648333,-115.9045,California,1.56
nn00554800,2016,8,5,40.1387,-120.2142,California,0.3
nc72670805,2016,8,5,37.5505,-118.87116670000002,California,0.45
ci37435023,2016,8,5,34.3793333,-116.4596667,California,1.09
ci37435031,2016,8,5,34.3813333,-116.46,California,1.29
nn00554802,2016,8,5,40.1404,-120.2208,California,0.7
ak13831222,2016,8,5,51.8088,178.5029,Alaska,2.1
nc72670810,2016,8,5,37.2808333,-118.3576667,California,1.09
nc72670815,2016,8,5,37.5525,-118.88183329999998,California,0.62
ci37435039,2016,8,5,33.4986667,-116.49966670000002,California,0.24
ak13831223,2016,8,5,61.2755,-152.6008,Alaska,2.4
nc72670820,2016,8,5,37.1223333,-121.13866670000002,California,1.6
ci37435047,2016,8,5,33.9191667,-116.87416670000002,California,0.52
nc72670830,2016,8,5,38.8188324,-122.8228302,California,0.56
ak13831228,2016,8,5,61.3274,-152.5008,Alaska,1.5
nc72670835,2016,8,5,38.8426666,-122.8375015,California,0.56
ci37435055,2016,8,5,33.0176667,-116.3495,California,0.65
uw61190796,2016,8,5,46.9671667,-120.392,Washington,1.29
us10006a9g,2016,8,5,-5.9775,100.3248,Indonesia,5.0
nc72670840,2016,8,5,38.831501,-122.8568344,California,1.03
ak13831229,2016,8,5,63.094,-151.3247,Alaska,1.3
ci37435063,2016,8,5,33.500666700000004,-116.4283333,California,0.4
ci37435071,2016,8,5,33.0165,-116.35483329999998,California,1.38
ci37435079,2016,8,5,33.2568333,-116.39983329999998,California,0.62
ci37381261,2016,8,5,33.9758333,-117.1291667,California,0.89
ci37435087,2016,8,5,33.6685,-116.7175,California,0.49
ci37435095,2016,8,5,33.7685,-115.9115,California,1.41
nc72670845,2016,8,5,37.4708333,-118.51966670000002,California,1.02
nn00554770,2016,8,5,38.2607,-118.7517,Nevada,1.7
nn00554771,2016,8,5,38.2596,-118.7504,Nevada,1.2
